"task_id","pair_id","input_shape","output_shape","input_colors","output_colors","recoloration","rotation_90","rotation_180","rotation_270","flip_horizontal","flip_vertical","transpose","repetition","padding","translation","tiled_subgrid","partial_symetry","pattern_checkerboard","pattern_horizontal_stripes","pattern_vertical_stripes","pattern_uniform_blocks","shape_based_recoloration"
"2281f1f4",1,"[10, 10]","[10, 10]","[0, 5]","[0, 2, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2281f1f4",2,"[10, 10]","[10, 10]","[0, 5]","[0, 2, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"228f6490",0,"[10, 10]","[10, 10]","[0, 3, 5, 6, 9]","[0, 3, 5, 6, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"228f6490",1,"[10, 10]","[10, 10]","[0, 5, 6, 7, 8]","[0, 5, 6, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"228f6490",2,"[10, 10]","[10, 10]","[0, 2, 4, 5, 8]","[0, 2, 4, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"22a4bbc2",0,"[20, 4]","[20, 4]","[0, 1, 8]","[0, 1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"22a4bbc2",1,"[19, 5]","[19, 5]","[0, 1, 8]","[0, 1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"22a4bbc2",2,"[14, 5]","[14, 5]","[0, 1, 8]","[0, 1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"22a4bbc2",3,"[15, 3]","[15, 3]","[0, 1, 8]","[0, 1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"22eb0ac0",0,"[10, 10]","[10, 10]","[0, 1, 2, 3, 4, 8]","[0, 1, 2, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,True,False,True
"22eb0ac0",1,"[10, 10]","[10, 10]","[0, 4, 6, 8, 9]","[0, 4, 6, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,True,False,True
"22eb0ac0",2,"[10, 10]","[10, 10]","[0, 2, 3, 4, 5, 8]","[0, 2, 3, 4, 5, 8]",False,False,False,False,False,False,False,True,True,True,True,"",False,False,True,False,True
"230f2e48",0,"[10, 10]","[10, 10]","[0, 2, 5, 7]","[0, 2, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"230f2e48",1,"[8, 8]","[8, 8]","[0, 2, 5, 7]","[0, 2, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"230f2e48",2,"[12, 12]","[12, 12]","[0, 2, 5, 7]","[0, 2, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"234bbc79",0,"[3, 11]","[3, 9]","[0, 2, 5, 6, 8]","[0, 2, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"234bbc79",1,"[3, 11]","[3, 9]","[0, 1, 2, 3, 5]","[0, 1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"234bbc79",2,"[3, 11]","[3, 8]","[0, 1, 2, 5]","[0, 1, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"234bbc79",3,"[3, 9]","[3, 7]","[0, 1, 2, 5]","[0, 1, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"23581191",0,"[9, 9]","[9, 9]","[0, 7, 8]","[0, 2, 7, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"23581191",1,"[9, 9]","[9, 9]","[0, 7, 8]","[0, 2, 7, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"239be575",0,"[6, 7]","[1, 1]","[0, 2, 8]","[0]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"239be575",1,"[6, 7]","[1, 1]","[0, 2, 8]","[8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"239be575",2,"[6, 6]","[1, 1]","[0, 2, 8]","[0]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"239be575",3,"[5, 7]","[1, 1]","[0, 2, 8]","[8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"239be575",4,"[6, 7]","[1, 1]","[0, 2, 8]","[8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"239be575",5,"[5, 5]","[1, 1]","[0, 2, 8]","[0]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"23b5c85d",0,"[13, 15]","[3, 4]","[0, 2, 3, 7]","[7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"23b5c85d",1,"[20, 20]","[2, 3]","[0, 1, 2, 3, 4, 8]","[1]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"23b5c85d",2,"[10, 15]","[3, 2]","[0, 2, 3, 6]","[6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"23b5c85d",3,"[18, 15]","[2, 2]","[0, 1, 4, 6]","[4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"23b5c85d",4,"[10, 10]","[3, 3]","[0, 2, 8]","[8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25094a63",0,"[30, 30]","[30, 30]","[1, 2, 3, 6, 8]","[1, 2, 3, 4, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"25094a63",1,"[30, 30]","[30, 30]","[1, 2, 3, 6, 8]","[1, 2, 3, 4, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"252143c9",0,"[11, 11]","[11, 11]","[0, 2, 3, 7, 9]","[0, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"252143c9",1,"[7, 7]","[7, 7]","[0, 1, 4, 5, 7]","[5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"253bf280",0,"[9, 6]","[9, 6]","[0, 8]","[0, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"253bf280",1,"[3, 3]","[3, 3]","[0, 8]","[0, 8]",False,True,True,True,True,True,True,True,True,True,True,"",False,False,False,False,True
"253bf280",2,"[7, 6]","[7, 6]","[0, 8]","[0, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"253bf280",3,"[12, 11]","[12, 11]","[0, 8]","[0, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"253bf280",4,"[12, 11]","[12, 11]","[0, 8]","[0, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"253bf280",5,"[5, 6]","[5, 6]","[0, 8]","[0, 8]",False,False,True,False,False,False,False,True,True,True,True,"",False,False,False,False,True
"253bf280",6,"[7, 13]","[7, 13]","[0, 8]","[0, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"253bf280",7,"[10, 11]","[10, 11]","[0, 8]","[0, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2546ccf6",0,"[19, 18]","[19, 18]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2546ccf6",1,"[17, 19]","[17, 19]","[0, 4, 6]","[0, 4, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"256b0a75",0,"[22, 24]","[22, 24]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"256b0a75",1,"[23, 21]","[23, 21]","[0, 1, 2, 3, 4, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"256b0a75",2,"[23, 23]","[23, 23]","[0, 1, 2, 3, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"25c199f5",0,"[5, 17]","[5, 5]","[1, 5, 6, 7]","[1, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25c199f5",1,"[5, 17]","[5, 5]","[1, 5, 6, 7]","[1, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25c199f5",2,"[5, 17]","[5, 5]","[1, 5, 6, 7]","[1, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25c199f5",3,"[5, 17]","[5, 5]","[1, 5, 6, 7]","[1, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25c199f5",4,"[5, 17]","[5, 5]","[1, 5, 6, 7]","[1, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25d487eb",0,"[12, 12]","[12, 12]","[0, 3, 8]","[0, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"25d487eb",1,"[10, 15]","[10, 15]","[0, 1, 2]","[0, 1, 2]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"25d487eb",2,"[15, 12]","[15, 12]","[0, 2, 3]","[0, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"25d8a9c8",0,"[3, 3]","[3, 3]","[2, 4, 9]","[0, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25d8a9c8",1,"[3, 3]","[3, 3]","[3, 6, 7]","[0, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,True,False,True
"25d8a9c8",2,"[3, 3]","[3, 3]","[1, 2, 4]","[0, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,True
"25d8a9c8",3,"[3, 3]","[3, 3]","[2, 3, 4]","[0, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"25e02866",0,"[14, 14]","[4, 4]","[1, 2, 3, 6]","[1, 3, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25e02866",1,"[16, 16]","[5, 5]","[1, 2, 3, 4, 8]","[1, 2, 3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"25ff71a9",0,"[3, 3]","[3, 3]","[0, 2]","[0, 2]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"25ff71a9",1,"[3, 3]","[3, 3]","[0, 1]","[0, 1]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,True,False,True
"25ff71a9",2,"[3, 3]","[3, 3]","[0, 1]","[0, 1]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"25ff71a9",3,"[3, 3]","[3, 3]","[0, 1]","[0, 1]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,True
"2601afb7",0,"[9, 9]","[9, 9]","[1, 6, 7, 8, 9]","[1, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2601afb7",1,"[7, 7]","[7, 7]","[2, 5, 7, 8]","[2, 5, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2601afb7",2,"[11, 11]","[11, 11]","[1, 2, 4, 5, 7, 8]","[1, 2, 4, 5, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"264363fd",0,"[30, 30]","[30, 30]","[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"264363fd",1,"[30, 30]","[30, 30]","[1, 2, 3, 8]","[1, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"264363fd",2,"[30, 30]","[30, 30]","[3, 4, 5, 6, 8]","[3, 4, 5, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2685904e",0,"[10, 10]","[10, 10]","[0, 1, 2, 3, 5, 8]","[0, 1, 2, 3, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2685904e",1,"[10, 10]","[10, 10]","[0, 1, 2, 4, 5, 6, 8, 9]","[0, 1, 2, 4, 5, 6, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2685904e",2,"[10, 10]","[10, 10]","[0, 1, 3, 4, 5, 6, 8]","[0, 1, 3, 4, 5, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2685904e",3,"[10, 10]","[10, 10]","[0, 1, 2, 5, 8]","[0, 1, 2, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2685904e",4,"[10, 10]","[10, 10]","[0, 3, 4, 5, 6, 7, 8]","[0, 3, 4, 5, 6, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2685904e",5,"[10, 10]","[10, 10]","[0, 1, 3, 4, 5, 8]","[0, 1, 3, 4, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2697da3f",0,"[7, 8]","[11, 11]","[0, 4]","[0, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2697da3f",1,"[7, 7]","[11, 11]","[0, 4]","[0, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2697da3f",2,"[8, 8]","[15, 15]","[0, 4]","[0, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2697da3f",3,"[9, 7]","[15, 15]","[0, 4]","[0, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"272f95fa",0,"[12, 14]","[12, 14]","[0, 8]","[0, 1, 2, 3, 4, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"horizontal_half",False,False,False,False,True
"272f95fa",1,"[18, 19]","[18, 19]","[0, 8]","[0, 1, 2, 3, 4, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2753e76c",0,"[16, 16]","[4, 4]","[0, 2, 3, 4, 8]","[0, 2, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2753e76c",1,"[16, 16]","[3, 3]","[0, 1, 2, 8]","[0, 1, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2753e76c",2,"[16, 16]","[4, 5]","[0, 1, 2, 3, 8]","[0, 1, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"278e5215",0,"[15, 10]","[6, 5]","[0, 2, 3, 4, 5, 8]","[2, 3, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"278e5215",1,"[15, 15]","[10, 7]","[0, 1, 2, 3, 4, 5, 6, 8]","[1, 2, 3, 4, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"278e5215",2,"[15, 16]","[5, 8]","[0, 1, 2, 3, 5, 6, 8]","[1, 2, 3, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"27a28665",0,"[3, 3]","[1, 1]","[0, 1]","[3]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,False
"27a28665",1,"[3, 3]","[1, 1]","[0, 8]","[3]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,False
"27a28665",2,"[3, 3]","[1, 1]","[0, 5]","[6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"27a28665",3,"[3, 3]","[1, 1]","[0, 8]","[2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"27a28665",4,"[3, 3]","[1, 1]","[0, 5]","[2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"27a28665",5,"[3, 3]","[1, 1]","[0, 4]","[1]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"27a28665",6,"[3, 3]","[1, 1]","[0, 5]","[1]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"27a77e38",0,"[5, 5]","[5, 5]","[0, 2, 3, 4, 5, 6, 8]","[0, 2, 3, 4, 5, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"27a77e38",1,"[3, 3]","[3, 3]","[0, 2, 3, 5]","[0, 2, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,True,False,True
"27a77e38",2,"[7, 7]","[7, 7]","[0, 1, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"27f8ce4f",0,"[3, 3]","[9, 9]","[2, 4, 5]","[0, 2, 4, 5]",True,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"27f8ce4f",1,"[3, 3]","[9, 9]","[1, 3, 4, 7]","[0, 1, 3, 4, 7]",True,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"27f8ce4f",2,"[3, 3]","[9, 9]","[1, 2, 3, 4, 9]","[0, 1, 2, 3, 4, 9]",True,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"27f8ce4f",3,"[3, 3]","[9, 9]","[1, 4, 6, 8, 9]","[0, 1, 4, 6, 8, 9]",True,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"281123b4",0,"[4, 19]","[4, 4]","[0, 3, 4, 5, 8, 9]","[0, 4, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"281123b4",1,"[4, 19]","[4, 4]","[0, 3, 4, 5, 8, 9]","[4, 5, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"281123b4",2,"[4, 19]","[4, 4]","[0, 3, 4, 5, 8, 9]","[0, 4, 5, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"281123b4",3,"[4, 19]","[4, 4]","[0, 3, 4, 5, 8, 9]","[4, 5, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"281123b4",4,"[4, 19]","[4, 4]","[0, 3, 4, 5, 8, 9]","[4, 5, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"281123b4",5,"[4, 19]","[4, 4]","[0, 3, 4, 5, 8, 9]","[0, 4, 5, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"28bf18c6",0,"[8, 8]","[3, 6]","[0, 2]","[0, 2]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"28bf18c6",1,"[8, 8]","[3, 6]","[0, 8]","[0, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"28bf18c6",2,"[8, 8]","[3, 6]","[0, 1]","[0, 1]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"28e73c20",0,"[13, 13]","[13, 13]","[0]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,False
"28e73c20",1,"[8, 8]","[8, 8]","[0]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"horizontal_half",False,True,True,True,False
"28e73c20",2,"[15, 15]","[15, 15]","[0]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,False
"28e73c20",3,"[10, 10]","[10, 10]","[0]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"horizontal_half",False,True,True,True,False
"28e73c20",4,"[6, 6]","[6, 6]","[0]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"horizontal_half",False,True,True,True,False
"292dd178",0,"[7, 9]","[7, 9]","[1, 5]","[1, 2, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"292dd178",1,"[11, 10]","[11, 10]","[1, 8]","[1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"292dd178",2,"[11, 9]","[11, 9]","[1, 9]","[1, 2, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"29623171",0,"[11, 11]","[11, 11]","[0, 2, 5]","[0, 2, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"29623171",1,"[11, 11]","[11, 11]","[0, 1, 5]","[0, 1, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"29623171",2,"[11, 11]","[11, 11]","[0, 3, 5]","[0, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"29700607",0,"[12, 12]","[12, 12]","[0, 3, 5, 8]","[0, 3, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"29700607",1,"[15, 15]","[15, 15]","[0, 3, 5, 6]","[0, 3, 5, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"29700607",2,"[11, 11]","[11, 11]","[0, 2, 4, 6]","[0, 2, 4, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"29c11459",0,"[5, 11]","[5, 11]","[0, 3, 7]","[0, 3, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"29c11459",1,"[5, 11]","[5, 11]","[0, 1, 2]","[0, 1, 2, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2a28add5",0,"[10, 10]","[10, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2a28add5",1,"[10, 10]","[10, 10]","[2, 5, 6, 7, 9]","[7, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2a5f8217",0,"[9, 9]","[9, 9]","[0, 1, 6, 7, 9]","[0, 6, 7, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2a5f8217",1,"[6, 6]","[6, 6]","[0, 1, 8]","[0, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2a5f8217",2,"[11, 11]","[11, 11]","[0, 1, 3, 6, 7, 9]","[0, 3, 6, 7, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2b01abd0",0,"[11, 12]","[11, 12]","[0, 1, 4, 8]","[0, 1, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2b01abd0",1,"[12, 9]","[12, 9]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2b01abd0",2,"[14, 11]","[14, 11]","[0, 1, 5, 6]","[0, 1, 5, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2b9ef948",0,"[15, 20]","[15, 20]","[0, 4, 5, 7]","[4, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2b9ef948",1,"[30, 30]","[30, 30]","[0, 3, 4, 5]","[3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2b9ef948",2,"[30, 30]","[30, 30]","[0, 4, 5, 8]","[4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2bcee788",0,"[10, 10]","[10, 10]","[0, 2, 7]","[3, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2bcee788",1,"[10, 10]","[10, 10]","[0, 2, 6]","[3, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2bcee788",2,"[10, 10]","[10, 10]","[0, 2, 8]","[3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2bcee788",3,"[10, 10]","[10, 10]","[0, 2, 4]","[3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2bee17df",0,"[12, 12]","[12, 12]","[0, 2, 8]","[0, 2, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2bee17df",1,"[12, 12]","[12, 12]","[0, 2, 8]","[0, 2, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2bee17df",2,"[10, 10]","[10, 10]","[0, 2, 8]","[0, 2, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2c0b0aff",0,"[24, 24]","[8, 8]","[0, 3, 8]","[3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2c0b0aff",1,"[24, 24]","[8, 9]","[0, 3, 8]","[3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2c0b0aff",2,"[22, 20]","[8, 11]","[0, 3, 8]","[3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2c0b0aff",3,"[23, 23]","[7, 8]","[0, 3, 8]","[3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2c608aff",0,"[14, 12]","[14, 12]","[1, 2, 4]","[1, 2, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2c608aff",1,"[10, 12]","[10, 12]","[1, 2, 8]","[1, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2c608aff",2,"[14, 18]","[14, 18]","[1, 4, 5]","[1, 4, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2c608aff",3,"[9, 12]","[9, 12]","[3, 4, 8]","[3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2c737e39",0,"[12, 12]","[12, 12]","[0, 2, 3, 5]","[0, 2, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2c737e39",1,"[12, 10]","[12, 10]","[0, 1, 2, 3, 4, 5, 7]","[0, 1, 2, 3, 4, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2c737e39",2,"[9, 10]","[9, 10]","[0, 1, 2, 3, 5]","[0, 1, 2, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2ccd9fef",0,"[24, 11]","[8, 11]","[1, 3, 4, 8]","[1, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2ccd9fef",1,"[21, 11]","[7, 11]","[1, 2, 4, 8]","[1, 2, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2dc579da",0,"[7, 7]","[3, 3]","[1, 2, 4]","[1, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2dc579da",1,"[5, 5]","[2, 2]","[3, 4, 8]","[4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2dc579da",2,"[11, 11]","[5, 5]","[1, 3, 8]","[3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"2dd70a9a",0,"[10, 10]","[10, 10]","[0, 2, 3, 8]","[0, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2dd70a9a",1,"[20, 20]","[20, 20]","[0, 2, 3, 8]","[0, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2dd70a9a",2,"[15, 15]","[15, 15]","[0, 2, 3, 8]","[0, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"2de01db2",0,"[3, 10]","[3, 10]","[0, 2, 4, 6, 7, 8]","[0, 4, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
